,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
56,251,Cameron Payne,SO,2014-15,G,Murray State,OVC,35,1127,245,537,.456,161,314,84,223,.377,133,169,.787,21,108,129,209,68,17,87,72,707,32.2,7.0,15.3,4.6,9.0,2.4,6.4,3.8,4.8,0.6,3.1,3.7,6.0,1.9,0.5,2.5,2.1,20.2
57,252,Jalen Riley,SR,2014-15,G,East Tennessee State,Southern,29,798,165,426,.387,85,212,80,214,.374,177,214,.827,12,54,66,77,49,2,82,95,587,27.5,5.7,14.7,2.9,7.3,2.8,7.4,6.1,7.4,0.4,1.9,2.3,2.7,1.7,0.1,2.8,3.3,20.2
58,253,Lew Stallworth,SR,2018-19,G,Citadel,Southern,29,968,221,419,.527,185,323,36,96,.375,108,146,.740,11,143,154,181,30,1,104,80,586,33.4,7.6,14.4,6.4,11.1,1.2,3.3,3.7,5.0,0.4,4.9,5.3,6.2,1.0,0.0,3.6,2.8,20.2
59,254,Ethan Telfair,JR,2015-16,G,Idaho State,Big Sky,31,1108,179,450,.398,116,287,63,163,.387,205,236,.869,27,96,123,167,74,4,112,78,626,35.7,5.8,14.5,3.7,9.3,2.0,5.3,6.6,7.6,0.9,3.1,4.0,5.4,2.4,0.1,3.6,2.5,20.2
60,255,Keaton Wallace,SO,2018-19,G,Texas-San Antonio,CUSA,32,1117,215,509,.422,94,192,121,317,.382,95,111,.856,25,136,161,76,42,22,69,72,646,34.9,6.7,15.9,2.9,6.0,3.8,9.9,3.0,3.5,0.8,4.3,5.0,2.4,1.3,0.7,2.2,2.3,20.2
61,256,Deandre Ayton,FR,2017-18,F,Arizona,Pac-12,35,1172,276,451,.612,264,416,12,35,.343,140,191,.733,118,287,405,57,20,66,69,81,704,33.5,7.9,12.9,7.5,11.9,0.3,1.0,4.0,5.5,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1
62,257,D.J. Balentine,JR,2014-15,G,Evansville,MVC,36,1318,245,563,.435,171,374,74,189,.392,159,212,.750,18,96,114,116,29,7,78,35,723,36.6,6.8,15.6,4.8,10.4,2.1,5.3,4.4,5.9,0.5,2.7,3.2,3.2,0.8,0.2,2.2,1.0,20.1
63,258,J'Covan Brown,JR,2011-12,G,Texas,Big 12,34,1209,223,535,.417,143,318,80,217,.369,157,182,.863,30,85,115,130,41,4,92,66,683,35.6,6.6,15.7,4.2,9.4,2.4,6.4,4.6,5.4,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9,20.1
64,259,C.J. Burks,JR,2017-18,G,Marshall,CUSA,35,1256,260,551,.472,174,315,86,236,.364,96,108,.889,18,126,144,107,36,4,108,74,702,35.9,7.4,15.7,5.0,9.0,2.5,6.7,2.7,3.1,0.5,3.6,4.1,3.1,1.0,0.1,3.1,2.1,20.1
65,260,Deonte Burton,SR,2013-14,G,Nevada,MWC,32,1236,215,456,.471,166,300,49,156,.314,164,221,.742,12,125,137,142,48,17,65,71,643,38.6,6.7,14.3,5.2,9.4,1.5,4.9,5.1,6.9,0.4,3.9,4.3,4.4,1.5,0.5,2.0,2.2,20.1
66,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
68,261,D.J. Covington,SR,2013-14,F,Virginia Military Institute,Big South,35,1040,268,452,.593,268,450,0,2,.000,168,241,.697,94,232,326,29,34,106,74,108,704,29.7,7.7,12.9,7.7,12.9,0.0,0.1,4.8,6.9,2.7,6.6,9.3,0.8,1.0,3.0,2.1,3.1,20.1
69,262,A.J. English,JR,2014-15,G,Iona,MAAC,34,1272,212,491,.432,106,217,106,274,.387,155,197,.787,26,148,174,172,49,18,128,91,685,37.4,6.2,14.4,3.1,6.4,3.1,8.1,4.6,5.8,0.8,4.4,5.1,5.1,1.4,0.5,3.8,2.7,20.1
70,263,Marshall Henderson,JR,2012-13,G,Mississippi,SEC,36,1134,209,549,.381,71,155,138,394,.350,166,188,.883,17,94,111,63,48,2,76,59,722,31.5,5.8,15.3,2.0,4.3,3.8,10.9,4.6,5.2,0.5,2.6,3.1,1.8,1.3,0.1,2.1,1.6,20.1
71,264,Quinton Hooker,JR,2015-16,G,North Dakota,Big Sky,32,1136,211,433,.487,160,300,51,133,.383,169,197,.858,37,119,156,112,60,8,58,72,642,35.5,6.6,13.5,5.0,9.4,1.6,4.2,5.3,6.2,1.2,3.7,4.9,3.5,1.9,0.3,1.8,2.3,20.1
72,265,James Kelly,SR,2015-16,F,Marshall,CUSA,33,1009,260,479,.543,211,320,49,159,.308,94,126,.746,61,263,324,38,44,36,77,94,663,30.6,7.9,14.5,6.4,9.7,1.5,4.8,2.8,3.8,1.8,8.0,9.8,1.2,1.3,1.1,2.3,2.8,20.1
73,266,Zach Lofton,SR,2017-18,G,New Mexico State,WAC,33,1054,217,476,.456,130,247,87,229,.380,142,184,.772,37,129,166,56,35,4,71,67,663,31.9,6.6,14.4,3.9,7.5,2.6,6.9,4.3,5.6,1.1,3.9,5.0,1.7,1.1,0.1,2.2,2.0,20.1
74,267,Stephen Madison,SR,2013-14,F,Idaho,WAC,34,1172,218,457,.477,179,337,39,120,.325,209,275,.760,70,190,260,81,34,17,93,101,684,34.5,6.4,13.4,5.3,9.9,1.1,3.5,6.1,8.1,2.1,5.6,7.6,2.4,1.0,0.5,2.7,3.0,20.1
75,268,Colt Ryan,SR,2012-13,G,Evansville,MVC,34,1121,219,517,.424,156,357,63,160,.394,184,206,.893,25,96,121,137,50,2,74,75,685,33.0,6.4,15.2,4.6,10.5,1.9,4.7,5.4,6.1,0.7,2.8,3.6,4.0,1.5,0.1,2.2,2.2,20.1
76,269,Max Strus,SR,2018-19,G,DePaul,Big East,35,1309,232,541,.429,119,230,113,311,.363,128,152,.842,39,168,207,77,33,17,70,103,705,37.4,6.6,15.5,3.4,6.6,3.2,8.9,3.7,4.3,1.1,4.8,5.9,2.2,0.9,0.5,2.0,2.9,20.1
77,270,Evan Bradds,SR,2016-17,F,Belmont,OVC,29,925,233,374,.623,229,365,4,9,.444,111,148,.750,56,189,245,68,13,6,83,74,581,31.9,8.0,12.9,7.9,12.6,0.1,0.3,3.8,5.1,1.9,6.5,8.4,2.3,0.4,0.2,2.9,2.6,20.0
78,271,Chandler Hutchison,SR,2017-18,G,Boise State,MWC,31,961,205,432,.475,159,304,46,128,.359,163,224,.728,27,211,238,107,46,8,104,74,619,31.0,6.6,13.9,5.1,9.8,1.5,4.1,5.3,7.2,0.9,6.8,7.7,3.5,1.5,0.3,3.4,2.4,20.0
79,272,Carlik Jones,JR,2019-20,G,Radford,Big South,32,1057,218,447,.488,171,332,47,115,.409,158,194,.814,21,143,164,175,45,5,75,59,641,33.0,6.8,14.0,5.3,10.4,1.5,3.6,4.9,6.1,0.7,4.5,5.1,5.5,1.4,0.2,2.3,1.8,20.0
80,273,Jamal Murray,FR,2015-16,G,Kentucky,SEC,36,1267,244,538,.454,131,261,113,277,.408,119,152,.783,53,133,186,79,35,11,84,75,720,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0
81,274,John Shurna,SR,2011-12,F,Northwestern,Big Ten,33,1232,228,492,.463,133,276,95,216,.440,110,146,.753,48,130,178,92,41,54,52,56,661,37.3,6.9,14.9,4.0,8.4,2.9,6.5,3.3,4.4,1.5,3.9,5.4,2.8,1.2,1.6,1.6,1.7,20.0
82,275,Marcus Thornton,SR,2014-15,G,William & Mary,CAA,33,1210,215,472,.456,113,218,102,254,.402,127,153,.830,9,83,92,95,21,4,77,36,659,36.7,6.5,14.3,3.4,6.6,3.1,7.7,3.8,4.6,0.3,2.5,2.8,2.9,0.6,0.1,2.3,1.1,20.0
83,276,Obi Toppin,SO,2019-20,F,Dayton,A-10,31,981,245,387,.633,213,305,32,82,.390,99,141,.702,37,197,234,67,30,38,68,51,621,31.6,7.9,12.5,6.9,9.8,1.0,2.6,3.2,4.5,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0
84,277,Jalan West,JR,2014-15,G,Northwestern State,Southland,32,1104,193,423,.456,107,219,86,204,.422,169,196,.862,18,122,140,246,66,11,90,63,641,34.5,6.0,13.2,3.3,6.8,2.7,6.4,5.3,6.1,0.6,3.8,4.4,7.7,2.1,0.3,2.8,2.0,20.0
85,278,Jabari Brown,JR,2013-14,G,Missouri,SEC,35,1295,203,435,.467,123,240,80,195,.410,212,266,.797,17,138,155,67,22,5,82,57,698,37.0,5.8,12.4,3.5,6.9,2.3,5.6,6.1,7.6,0.5,3.9,4.4,1.9,0.6,0.1,2.3,1.6,19.9
86,279,Garret Covington,SR,2016-17,G,Western Illinois,Summit,28,974,178,428,.416,92,200,86,228,.377,115,131,.878,10,91,101,89,21,2,80,50,557,34.8,6.4,15.3,3.3,7.1,3.1,8.1,4.1,4.7,0.4,3.3,3.6,3.2,0.8,0.1,2.9,1.8,19.9
87,280,Fred Hunter,SR,2012-13,G,Nicholls State,Southland,27,861,186,328,.567,170,270,16,58,.276,149,225,.662,89,131,220,57,48,8,64,72,537,31.9,6.9,12.1,6.3,10.0,0.6,2.1,5.5,8.3,3.3,4.9,8.1,2.1,1.8,0.3,2.4,2.7,19.9
88,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
90,281,John Jenkins,JR,2011-12,G,Vanderbilt,SEC,35,1177,217,458,.474,83,153,134,305,.439,128,153,.837,16,85,101,42,29,11,55,42,696,33.6,6.2,13.1,2.4,4.4,3.8,8.7,3.7,4.4,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2,19.9
91,282,Peter Jok,SR,2016-17,G,Iowa,Big Ten,32,983,199,467,.426,115,246,84,221,.380,154,169,.911,30,146,176,84,34,3,81,70,636,30.7,6.2,14.6,3.6,7.7,2.6,6.9,4.8,5.3,0.9,4.6,5.5,2.6,1.1,0.1,2.5,2.2,19.9
92,283,Kevin Jones,SR,2011-12,F,West Virginia,Big East,33,1265,260,511,.509,226,383,34,128,.266,103,132,.780,141,219,360,41,23,34,42,41,657,38.3,7.9,15.5,6.8,11.6,1.0,3.9,3.1,4.0,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2,19.9
93,284,Andrew Kostecka,SR,2019-20,G,Loyola (MD),Patriot,29,913,192,381,.504,146,249,46,132,.348,146,177,.825,32,119,151,75,56,17,73,66,576,31.5,6.6,13.1,5.0,8.6,1.6,4.6,5.0,6.1,1.1,4.1,5.2,2.6,1.9,0.6,2.5,2.3,19.9
94,285,Mike Moore,SR,2011-12,G,Hofstra,CAA,32,1108,200,477,.419,119,270,81,207,.391,156,191,.817,23,123,146,66,55,2,94,71,637,34.6,6.3,14.9,3.7,8.4,2.5,6.5,4.9,6.0,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2,19.9
95,286,Jalen Ross,SR,2016-17,G,Hartford,AEC,29,1003,173,452,.383,104,260,69,192,.359,161,195,.826,8,92,100,61,37,1,84,41,576,34.6,6.0,15.6,3.6,9.0,2.4,6.6,5.6,6.7,0.3,3.2,3.4,2.1,1.3,0.0,2.9,1.4,19.9
96,287,Devon Saddler,JR,2012-13,G,Delaware,CAA,33,1246,216,505,.428,160,339,56,166,.337,168,205,.820,28,121,149,91,32,6,107,68,656,37.8,6.5,15.3,4.8,10.3,1.7,5.0,5.1,6.2,0.8,3.7,4.5,2.8,1.0,0.2,3.2,2.1,19.9
97,288,Lamar Stevens,JR,2018-19,F,Penn State,Big Ten,32,1180,230,545,.422,210,454,20,91,.220,157,204,.770,53,192,245,66,22,26,89,83,637,36.9,7.2,17.0,6.6,14.2,0.6,2.8,4.9,6.4,1.7,6.0,7.7,2.1,0.7,0.8,2.8,2.6,19.9
98,289,Keita Bates-Diop,JR,2017-18,F,Ohio State,Big Ten,34,1125,247,515,.480,181,331,66,184,.359,112,141,.794,52,244,296,56,31,56,62,57,672,33.1,7.3,15.1,5.3,9.7,1.9,5.4,3.3,4.1,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,19.8
99,290,Dikembe Dixson,FR,2015-16,F,Illinois-Chicago,Horizon,30,1102,192,520,.369,151,385,41,135,.304,169,256,.660,43,177,220,55,35,14,124,77,594,36.7,6.4,17.3,5.0,12.8,1.4,4.5,5.6,8.5,1.4,5.9,7.3,1.8,1.2,0.5,4.1,2.6,19.8
100,291,Marcus Foster,SR,2017-18,G,Creighton,Big East,33,1044,246,509,.483,151,279,95,230,.413,67,90,.744,22,107,129,89,34,4,71,56,654,31.6,7.5,15.4,4.6,8.5,2.9,7.0,2.0,2.7,0.7,3.2,3.9,2.7,1.0,0.1,2.2,1.7,19.8
101,292,Frank Gaines,SR,2012-13,G,Purdue-Fort Wayne,Summit,32,1089,198,457,.433,143,297,55,160,.344,181,245,.739,34,95,129,38,44,16,79,82,632,34.0,6.2,14.3,4.5,9.3,1.7,5.0,5.7,7.7,1.1,3.0,4.0,1.2,1.4,0.5,2.5,2.6,19.8
102,293,Terell Gomez,JR,2019-20,G,Cal State Northridge,Big West,32,1187,207,472,.439,96,220,111,252,.440,109,115,.948,10,70,80,74,26,0,46,33,634,37.1,6.5,14.8,3.0,6.9,3.5,7.9,3.4,3.6,0.3,2.2,2.5,2.3,0.8,0.0,1.4,1.0,19.8
103,294,Alex Hamilton,SR,2015-16,G,Louisiana Tech,CUSA,33,1166,212,427,.496,178,313,34,114,.298,196,277,.708,34,155,189,205,65,16,104,54,654,35.3,6.4,12.9,5.4,9.5,1.0,3.5,5.9,8.4,1.0,4.7,5.7,6.2,2.0,0.5,3.2,1.6,19.8
104,295,Loren Jackson,JR,2019-20,G,Akron,MAC,31,1060,194,417,.465,102,202,92,215,.428,135,154,.877,19,65,84,138,31,1,73,70,615,34.2,6.3,13.5,3.3,6.5,3.0,6.9,4.4,5.0,0.6,2.1,2.7,4.5,1.0,0.0,2.4,2.3,19.8
105,296,Marreon Jackson,JR,2019-20,G,Toledo,MAC,32,1131,195,477,.409,96,209,99,268,.369,146,179,.816,20,116,136,172,48,0,98,64,635,35.3,6.1,14.9,3.0,6.5,3.1,8.4,4.6,5.6,0.6,3.6,4.3,5.4,1.5,0.0,3.1,2.0,19.8
106,297,Pierre Jackson,SR,2012-13,G,Baylor,Big 12,36,1252,216,506,.427,128,261,88,245,.359,192,240,.800,24,111,135,255,54,0,122,80,712,34.8,6.0,14.1,3.6,7.3,2.4,6.8,5.3,6.7,0.7,3.1,3.8,7.1,1.5,0.0,3.4,2.2,19.8
107,298,David Laury,SR,2014-15,F,Iona,MAAC,34,1201,244,514,.475,217,443,27,71,.380,159,233,.682,85,244,329,96,27,45,101,92,674,35.3,7.2,15.1,6.4,13.0,0.8,2.1,4.7,6.9,2.5,7.2,9.7,2.8,0.8,1.3,3.0,2.7,19.8
108,299,Zane Martin,SO,2017-18,G,Towson,CAA,32,966,226,493,.458,155,306,71,187,.380,112,161,.696,18,95,113,85,25,6,76,66,635,30.2,7.1,15.4,4.8,9.6,2.2,5.8,3.5,5.0,0.6,3.0,3.5,2.7,0.8,0.2,2.4,2.1,19.8
109,300,Malik Monk,FR,2016-17,G,Kentucky,SEC,38,1218,251,558,.450,147,296,104,262,.397,148,180,.822,12,83,95,87,36,19,75,72,754,32.1,6.6,14.7,3.9,7.8,2.7,6.9,3.9,4.7,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8
0,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,301,Dallas Moore,JR,2015-16,G,North Florida,A-Sun,34,1211,256,496,.516,192,334,64,162,.395,96,135,.711,20,115,135,205,31,5,64,28,672,35.6,7.5,14.6,5.6,9.8,1.9,4.8,2.8,4.0,0.6,3.4,4.0,6.0,0.9,0.1,1.9,0.8,19.8
3,302,Dominique Morrison,SR,2011-12,F,Oral Roberts,Summit,34,1240,215,441,.488,160,311,55,130,.423,189,229,.825,34,113,147,55,28,12,57,100,674,36.5,6.3,13.0,4.7,9.1,1.6,3.8,5.6,6.7,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9,19.8
4,303,Sa'eed Nelson,JR,2018-19,G,American,Patriot,30,1095,203,400,.508,177,315,26,85,.306,163,227,.718,29,138,167,155,71,16,109,69,595,36.5,6.8,13.3,5.9,10.5,0.9,2.8,5.4,7.6,1.0,4.6,5.6,5.2,2.4,0.5,3.6,2.3,19.8
5,304,QJ Peterson,JR,2015-16,G,Virginia Military Institute,Southern,30,1006,189,467,.405,106,237,83,230,.361,134,148,.905,49,140,189,83,42,15,82,67,595,33.5,6.3,15.6,3.5,7.9,2.8,7.7,4.5,4.9,1.6,4.7,6.3,2.8,1.4,0.5,2.7,2.2,19.8
6,305,Tanner Plomb,SR,2015-16,F,Army,Patriot,28,879,190,449,.423,110,222,80,227,.352,95,129,.736,17,144,161,42,25,8,48,48,555,31.4,6.8,16.0,3.9,7.9,2.9,8.1,3.4,4.6,0.6,5.1,5.8,1.5,0.9,0.3,1.7,1.7,19.8
7,306,Sayeed Pridgett,SR,2019-20,G,Montana,Big Sky,31,1121,250,489,.511,238,440,12,49,.245,101,147,.687,45,177,222,120,46,16,102,89,613,36.2,8.1,15.8,7.7,14.2,0.4,1.6,3.3,4.7,1.5,5.7,7.2,3.9,1.5,0.5,3.3,2.9,19.8
8,307,Deshaun Thomas,JR,2012-13,F,Ohio State,Big Ten,37,1309,259,583,.444,187,374,72,209,.344,141,169,.834,63,157,220,48,19,11,52,54,731,35.4,7.0,15.8,5.1,10.1,1.9,5.6,3.8,4.6,1.7,4.2,5.9,1.3,0.5,0.3,1.4,1.5,19.8
9,308,Zeke Upshaw,SR,2013-14,G,Hofstra,CAA,33,1206,197,489,.403,106,228,91,261,.349,170,225,.756,33,104,137,61,25,7,94,70,655,36.5,6.0,14.8,3.2,6.9,2.8,7.9,5.2,6.8,1.0,3.2,4.2,1.8,0.8,0.2,2.8,2.1,19.8
10,309,Jameel Warney,SR,2015-16,F,Stony Brook,AEC,33,1086,272,432,.630,272,432,0,0,,111,178,.624,148,209,357,52,31,98,44,71,655,32.9,8.2,13.1,8.2,13.1,0.0,0.0,3.4,5.4,4.5,6.3,10.8,1.6,0.9,3.0,1.3,2.2,19.8
11,310,Shizz Alston,SR,2018-19,G,Temple,AAC,33,1214,207,511,.405,108,228,99,283,.350,138,152,.908,17,74,91,166,49,5,84,63,651,36.8,6.3,15.5,3.3,6.9,3.0,8.6,4.2,4.6,0.5,2.2,2.8,5.0,1.5,0.2,2.5,1.9,19.7
12,311,Karvel Anderson,SR,2013-14,G,Robert Morris,NEC,36,1100,248,486,.510,129,229,119,257,.463,95,113,.841,27,93,120,50,48,8,44,72,710,30.6,6.9,13.5,3.6,6.4,3.3,7.1,2.6,3.1,0.8,2.6,3.3,1.4,1.3,0.2,1.2,2.0,19.7
13,312,Canyon Barry,JR,2015-16,G,College of Charleston,CAA,13,415,84,209,.402,56,125,28,84,.333,60,71,.845,6,38,44,17,10,7,31,20,256,31.9,6.5,16.1,4.3,9.6,2.2,6.5,4.6,5.5,0.5,2.9,3.4,1.3,0.8,0.5,2.4,1.5,19.7
14,313,Bonzie Colson,SR,2017-18,F,Notre Dame,ACC,21,680,157,312,.503,140,254,17,58,.293,83,109,.761,48,164,212,19,35,47,32,36,414,32.4,7.5,14.9,6.7,12.1,0.8,2.8,4.0,5.2,2.3,7.8,10.1,0.9,1.7,2.2,1.5,1.7,19.7
15,314,Zach Cooks,JR,2019-20,G,NJIT,A-Sun,30,1127,204,504,.405,151,330,53,174,.305,130,167,.778,27,129,156,65,53,3,69,51,591,37.6,6.8,16.8,5.0,11.0,1.8,5.8,4.3,5.6,0.9,4.3,5.2,2.2,1.8,0.1,2.3,1.7,19.7
16,315,Bryce Cotton,JR,2012-13,G,Providence,Big East,32,1209,195,446,.437,97,177,98,269,.364,142,178,.798,23,92,115,92,30,3,47,38,630,37.8,6.1,13.9,3.0,5.5,3.1,8.4,4.4,5.6,0.7,2.9,3.6,2.9,0.9,0.1,1.5,1.2,19.7
17,316,John Crosby,SR,2019-20,G,Delaware State,MEAC,32,1126,221,515,.429,163,332,58,183,.317,130,168,.774,20,146,166,106,39,4,129,64,630,35.2,6.9,16.1,5.1,10.4,1.8,5.7,4.1,5.3,0.6,4.6,5.2,3.3,1.2,0.1,4.0,2.0,19.7
18,317,Jon Elmore,JR,2016-17,G,Marshall,CUSA,35,1230,210,508,.413,127,272,83,236,.352,188,233,.807,21,131,152,207,40,7,109,63,691,35.1,6.0,14.5,3.6,7.8,2.4,6.7,5.4,6.7,0.6,3.7,4.3,5.9,1.1,0.2,3.1,1.8,19.7
19,318,Jayden Gardner,SO,2019-20,F,East Carolina,AAC,31,1064,223,428,.521,219,408,4,20,.200,160,218,.734,91,194,285,67,34,15,83,91,610,34.3,7.2,13.8,7.1,13.2,0.1,0.6,5.2,7.0,2.9,6.3,9.2,2.2,1.1,0.5,2.7,2.9,19.7
20,319,AJ Green,SO,2019-20,G,Northern Iowa,MVC,31,1080,204,490,.416,113,257,91,233,.391,111,121,.917,7,85,92,92,21,0,90,46,610,34.8,6.6,15.8,3.6,8.3,2.9,7.5,3.6,3.9,0.2,2.7,3.0,3.0,0.7,0.0,2.9,1.5,19.7
21,320,Rui Hachimura,JR,2018-19,F,Gonzaga,WCC,37,1117,275,465,.591,260,429,15,36,.417,164,222,.739,52,188,240,56,35,27,68,74,729,30.2,7.4,12.6,7.0,11.6,0.4,1.0,4.4,6.0,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7
22,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24,321,LaDontae Henton,SR,2014-15,F,Providence,Big East,34,1257,230,516,.446,166,327,64,189,.339,145,191,.759,60,162,222,29,46,16,68,76,669,37.0,6.8,15.2,4.9,9.6,1.9,5.6,4.3,5.6,1.8,4.8,6.5,0.9,1.4,0.5,2.0,2.2,19.7
25,322,R.J. Hunter,JR,2014-15,G,Georgia State,Sun Belt,35,1294,203,514,.395,123,252,80,262,.305,202,230,.878,27,138,165,126,75,35,77,85,688,37.0,5.8,14.7,3.5,7.2,2.3,7.5,5.8,6.6,0.8,3.9,4.7,3.6,2.1,1.0,2.2,2.4,19.7
26,323,"David Jenkins,",SO,2018-19,G,South Dakota State,Summit,32,1059,205,448,.458,93,201,112,247,.453,107,135,.793,14,94,108,49,15,0,84,88,629,33.1,6.4,14.0,2.9,6.3,3.5,7.7,3.3,4.2,0.4,2.9,3.4,1.5,0.5,0.0,2.6,2.8,19.7
27,324,Orlando Johnson,SR,2011-12,G,UC-Santa Barbara,Big West,31,1067,207,459,.451,137,295,70,164,.427,127,182,.698,52,127,179,91,34,23,76,57,611,34.4,6.7,14.8,4.4,9.5,2.3,5.3,4.1,5.9,1.7,4.1,5.8,2.9,1.1,0.7,2.5,1.8,19.7
28,325,Marcus Marshall,SR,2016-17,G,Nevada,MWC,35,1240,205,487,.421,90,184,115,303,.380,164,198,.828,12,75,87,128,30,2,60,72,689,35.4,5.9,13.9,2.6,5.3,3.3,8.7,4.7,5.7,0.3,2.1,2.5,3.7,0.9,0.1,1.7,2.1,19.7
29,326,Jeremiah Martin,SR,2018-19,G,Memphis,AAC,36,1230,220,488,.451,154,297,66,191,.346,202,265,.762,39,114,153,157,79,23,95,69,708,34.2,6.1,13.6,4.3,8.3,1.8,5.3,5.6,7.4,1.1,3.2,4.3,4.4,2.2,0.6,2.6,1.9,19.7
30,327,Sam Merrill,SR,2019-20,G,Utah State,MWC,32,1119,195,423,.461,106,206,89,217,.410,150,168,.893,7,125,132,125,28,3,50,73,629,35.0,6.1,13.2,3.3,6.4,2.8,6.8,4.7,5.3,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3,19.7
31,328,James Palmer,SR,2018-19,G,Nebraska,Big Ten,36,1266,213,578,.369,146,364,67,214,.313,215,282,.762,39,111,150,107,52,14,77,78,708,35.2,5.9,16.1,4.1,10.1,1.9,5.9,6.0,7.8,1.1,3.1,4.2,3.0,1.4,0.4,2.1,2.2,19.7
32,329,Roddy Peters,SR,2017-18,G,Nicholls State,Southland,32,858,229,445,.515,218,407,11,38,.289,160,210,.762,28,160,188,135,44,6,121,79,629,26.8,7.2,13.9,6.8,12.7,0.3,1.2,5.0,6.6,0.9,5.0,5.9,4.2,1.4,0.2,3.8,2.5,19.7
33,330,Shamorie Ponds,JR,2018-19,G,St. John's (NY),Big East,33,1159,216,477,.453,151,293,65,184,.353,153,183,.836,32,104,136,169,87,9,65,66,650,35.1,6.5,14.5,4.6,8.9,2.0,5.6,4.6,5.5,1.0,3.2,4.1,5.1,2.6,0.3,2.0,2.0,19.7
34,331,Justin Robinson,SR,2016-17,G,Monmouth,MAAC,34,1128,212,508,.417,116,270,96,238,.403,149,174,.856,20,109,129,162,49,3,89,54,669,33.2,6.2,14.9,3.4,7.9,2.8,7.0,4.4,5.1,0.6,3.2,3.8,4.8,1.4,0.1,2.6,1.6,19.7
35,332,Devon Saddler,SR,2013-14,G,Delaware,CAA,28,1037,190,433,.439,143,305,47,128,.367,125,176,.710,30,89,119,101,24,7,61,61,552,37.0,6.8,15.5,5.1,10.9,1.7,4.6,4.5,6.3,1.1,3.2,4.3,3.6,0.9,0.3,2.2,2.2,19.7
36,333,Breein Tyree,SR,2019-20,G,Mississippi,SEC,31,1073,199,466,.427,135,288,64,178,.360,148,180,.822,10,105,115,78,40,4,76,65,610,34.6,6.4,15.0,4.4,9.3,2.1,5.7,4.8,5.8,0.3,3.4,3.7,2.5,1.3,0.1,2.5,2.1,19.7
37,334,John Brown,SR,2015-16,F,High Point,Big South,28,830,212,352,.602,211,351,1,1,1.000,124,177,.701,91,108,199,62,48,49,48,60,549,29.6,7.6,12.6,7.5,12.5,0.0,0.0,4.4,6.3,3.3,3.9,7.1,2.2,1.7,1.8,1.7,2.1,19.6
38,335,Tony Carr,SO,2017-18,G,Penn State,Big Ten,37,1308,245,600,.408,157,397,88,203,.433,147,184,.799,33,150,183,186,30,11,85,68,725,35.4,6.6,16.2,4.2,10.7,2.4,5.5,4.0,5.0,0.9,4.1,4.9,5.0,0.8,0.3,2.3,1.8,19.6
